lon,lat,cap_sp
129.25,28.25,0.0
129.25,34.5,0.0
129.25,34.75,0.0
129.75,33.25,10.15649682524192
130.0,32.5,0.0
130.0,33.25,0.0
130.0,33.5,11.666142610503403
130.25,31.5,10.061063236392704
130.25,31.75,10.701419122284767
130.25,32.0,8.66431691637647
130.25,32.25,8.33640030328875
130.25,33.5,8.961476496928096
130.5,30.5,0.0
130.5,32.0,7.040124006427838
130.5,32.25,6.720001710151281
130.5,32.5,0.0
130.5,33.0,6.250275407343743
130.5,33.25,7.678533654730322
130.5,33.5,8.113359340220565
130.5,33.75,9.710568515698823
130.5,34.0,13.617376541817368
130.75,30.5,13.38954108032008
130.75,31.25,13.46676053423512
130.75,31.5,11.03459402244485
130.75,31.75,7.899421271009189
130.75,32.0,6.507655070216897
130.75,32.25,7.75201118688267
130.75,32.5,0.0
130.75,32.75,5.5992964629666515
130.75,33.0,4.559474954617303
130.75,33.25,0.0
130.75,33.5,0.0
130.75,33.75,9.14706558382449
130.75,34.0,12.76045331410398
131.0,31.75,10.114918613715295
131.0,32.0,5.882482381046921
131.0,32.25,0.0
131.0,32.5,0.0
131.0,32.75,3.7852059950363866
131.0,33.0,3.544800648317207
131.0,33.25,4.23501402612242
131.0,33.5,0.0
131.0,34.25,14.739963828311192
131.0,34.5,15.904646930142572
131.25,31.75,0.0
131.25,32.0,7.030347938974794
131.25,32.25,5.503793407292596
131.25,32.5,4.415952126833523
131.25,32.75,0.0
131.25,33.0,4.964254928955647
131.25,33.25,5.2633619117201755
131.25,33.5,5.700938755834526
131.25,34.25,11.967961549690392
131.25,34.5,12.562054018523872
131.5,32.5,8.189439345426468
131.5,32.75,0.0
131.5,33.0,0.0
131.5,33.25,8.942587433575612
131.5,33.5,8.45864583585029
131.5,33.75,8.528207786573901
131.5,34.25,11.909238940564178
131.5,34.5,10.999322426796683
131.5,34.75,0.0
131.75,33.0,0.0
131.75,34.25,11.901951442688622
131.75,34.5,0.0
131.75,34.75,8.740400446010893
132.0,33.5,0.0
132.0,34.0,0.0
132.0,34.25,11.047787590537666
132.0,34.5,0.0
132.0,34.75,0.0
132.0,35.0,7.340546141015783
132.25,34.5,9.656609867805786
132.25,34.75,5.926369721708058
132.25,35.0,0.0
132.5,33.25,0.0
132.5,33.5,0.0
132.5,33.75,0.0
132.5,34.5,10.54641100910544
132.5,34.75,7.654775899475806
132.5,35.0,6.827118986992136
132.5,35.25,8.09874837744545
132.75,33.0,0.0
132.75,33.25,0.0
132.75,33.5,0.0
132.75,33.75,0.0
132.75,34.0,0.0
132.75,34.5,11.753788890998113
132.75,34.75,7.344671000651517
132.75,35.0,7.247029558251943
132.75,35.25,0.0
132.75,35.5,11.91313108989533
133.0,33.25,0.0
133.0,33.5,0.0
133.0,33.75,0.0
133.0,34.0,13.740107352347783
133.0,34.75,6.874927215859247
133.0,35.0,6.986845672301351
133.0,35.25,9.314960533021665
133.0,35.5,11.48205269423421
133.25,33.75,0.0
133.25,34.0,0.0
133.25,34.75,8.068776394327173
133.25,35.0,7.553715919338913
133.25,35.25,8.853668179197483
133.25,35.5,9.921995276068388
133.5,33.75,10.778895438841788
133.5,34.0,0.0
133.5,34.75,9.916149132541674
133.5,35.0,7.720108458841379
133.5,35.25,0.0
133.5,35.5,8.35671010286886
133.75,33.75,0.0
133.75,34.0,0.0
133.75,34.25,10.051542858290418
133.75,34.75,10.937928838525323
133.75,35.0,8.54945695949853
133.75,35.25,7.6714488226899045
133.75,35.5,5.0122726322556135
134.0,33.5,13.4266022455466
134.0,33.75,0.0
134.0,34.0,0.0
134.0,34.25,0.0
134.0,34.5,0.0
134.0,34.75,12.88999965141632
134.0,35.0,11.17351197278607
134.0,35.25,8.519847082150607
134.0,35.5,0.0
134.25,34.0,0.0
134.25,34.25,0.0
134.25,35.0,12.243634327478992
134.25,35.25,8.803709996059546
134.25,35.5,0.0
134.5,34.0,12.196588334288162
134.5,35.0,11.628510265223557
