lon,lat,cap_sp
140.25,36.5,0.0
140.25,36.75,0.0
140.25,37.0,0.0
140.25,37.25,0.0
140.25,37.5,0.0
140.25,37.75,0.0
140.25,38.0,0.0
140.25,38.25,0.0
140.25,38.5,0.0
140.25,38.75,0.0
140.25,39.0,0.0
140.25,39.25,0.0
140.25,39.5,52.1087239484752
140.25,39.75,57.554700387685976
140.25,40.0,0.0
140.25,40.25,16.012870036130604
140.25,40.5,8.177986258916539
140.25,40.75,102.86936002543113
140.25,41.0,213.78342777744265
140.25,41.25,295.3826480250232
140.25,41.75,0.0
140.25,42.0,144.9812763937747
140.25,42.25,0.0
140.25,42.75,132.30836630876954
140.25,43.0,0.0
140.5,36.0,86.78169147376205
140.5,36.75,0.0
140.5,37.0,0.0
140.5,37.25,22.518944788595395
140.5,37.5,0.0
140.5,37.75,0.0
140.5,38.0,0.0
140.5,38.25,0.0
140.5,38.5,0.0
140.5,38.75,0.0
140.5,39.0,0.0
140.5,39.25,0.0
140.5,39.5,0.0
140.5,39.75,0.0
140.5,40.0,0.0
140.5,40.25,0.0
140.5,40.5,0.0
140.5,40.75,40.01295920016221
140.5,41.0,147.98931473931884
140.5,41.25,0.0
140.5,42.0,64.0094836691725
140.5,42.75,0.0
140.5,43.0,52.976240538996976
140.5,43.25,0.0
140.75,37.25,35.248940336057146
140.75,37.5,15.612214880727178
140.75,37.75,0.0
140.75,38.0,0.0
140.75,38.25,0.0
140.75,38.5,0.0
140.75,38.75,6.419440301386143
140.75,39.0,0.0
140.75,39.25,0.0
140.75,39.5,0.0
140.75,39.75,0.0
140.75,40.0,0.0
140.75,40.25,4.664999072511665
140.75,40.5,0.0
140.75,40.75,0.0
140.75,41.0,0.0
140.75,41.5,0.0
140.75,42.0,0.0
140.75,42.75,0.0
140.75,43.0,0.0
140.75,43.25,87.41783194349782
141.0,38.75,0.0
141.0,39.0,0.0
141.0,39.25,0.0
141.0,39.5,0.0
141.0,39.75,0.0
141.0,40.0,0.0
141.0,40.25,11.35468891401994
141.0,40.5,36.2414795592098
141.0,40.75,85.95804320861707
141.0,41.5,0.0
141.0,42.75,0.0
141.0,43.0,0.0
141.0,43.25,87.38728687924099
141.25,38.75,0.0
141.25,39.0,0.0
141.25,39.25,0.0
141.25,39.5,0.0
141.25,39.75,0.0
141.25,40.0,0.0
141.25,40.25,39.75941541406599
141.25,40.5,67.99107190884654
141.25,40.75,147.77520946752932
141.25,41.0,304.8129695276974
141.25,41.25,394.56746744095045
141.25,42.75,0.0
141.25,43.0,0.0
141.25,43.25,102.09171425981671
141.25,43.75,0.0
141.5,39.25,0.0
141.5,39.5,0.0
141.5,39.75,0.0
141.5,40.0,0.0
141.5,40.25,0.0
141.5,40.5,147.11724536219108
141.5,43.0,19.477647970817156
141.5,43.25,40.18352372057046
141.5,43.5,81.67539182038072
141.5,43.75,0.0
141.5,44.0,0.0
141.5,45.25,294.9269914219726
141.75,39.5,0.0
141.75,39.75,0.0
141.75,40.0,0.0
141.75,42.75,56.780510457155465
141.75,43.0,40.09426241379858
141.75,43.25,34.690346855508274
141.75,43.5,10.385929039135066
141.75,43.75,0.0
141.75,44.0,59.694300865942985
141.75,44.25,0.0
141.75,44.5,235.40630407818557
141.75,44.75,269.50491471123775
141.75,45.0,213.0565771528839
141.75,45.25,204.06929499073
141.75,45.5,295.6953941394166
142.0,42.75,48.287979111652646
142.0,43.0,0.9018629088405391
142.0,43.25,0.0
142.0,43.5,0.0
142.0,43.75,0.0
142.0,44.0,8.354006722165863
142.0,44.25,47.61021906610257
142.0,44.5,0.0
142.0,44.75,0.0
142.0,45.0,148.08274059220784
142.0,45.25,231.91726155256433
142.25,42.5,79.68378661212257
142.25,42.75,0.0
142.25,43.0,0.0
142.25,43.25,0.0
142.25,43.5,0.0
142.25,43.75,0.0
142.25,44.0,0.0
142.25,44.25,18.118179301663925
142.25,44.5,42.14449864135263
142.25,44.75,88.95105572614816
142.25,45.0,177.87746054738696
142.25,45.25,270.61733385700484
142.5,42.5,21.84698840436213
142.5,42.75,0.0
142.5,43.0,0.0
142.5,43.25,0.0
142.5,43.5,0.0
142.5,43.75,0.0
142.5,44.0,5.095985199485503
142.5,44.25,27.49810848539398
142.5,44.5,5.330906362021155
142.5,44.75,63.94920845109057
142.5,45.0,0.0
142.75,42.5,0.0
142.75,42.75,0.0
142.75,43.0,0.0
142.75,43.25,0.0
142.75,43.5,0.0
142.75,43.75,0.0
142.75,44.0,13.049296287955531
142.75,44.25,0.0
142.75,44.5,0.0
142.75,44.75,113.66873887646695
143.0,42.25,0.0
143.0,42.5,0.0
143.0,42.75,0.0
143.0,43.0,0.0
143.0,43.25,0.0
143.0,43.5,0.0
143.0,43.75,0.0
143.0,44.0,0.0
143.0,44.25,58.5002514636409
143.0,44.5,79.62724433410446
143.25,42.75,0.0
143.25,43.0,0.0
143.25,43.25,0.0
143.25,43.5,0.0
143.25,43.75,0.0
143.25,44.0,0.0
143.25,44.25,70.32612885862379
143.5,43.0,0.0
143.5,43.25,0.0
143.5,43.5,0.0
143.5,43.75,0.0
143.5,44.0,0.0
143.5,44.25,128.63794597717143
143.75,43.0,8.174079184431424
143.75,43.25,0.0
143.75,43.5,0.0
143.75,43.75,0.0
143.75,44.0,38.9587543876293
144.0,43.25,0.0
144.0,43.5,0.0
144.0,43.75,32.226625303021954
144.0,44.0,105.61767306818284
144.25,43.25,8.83414998547982
144.25,43.5,6.98053593639748
144.25,43.75,0.0
144.25,44.0,170.80563035194493
144.5,43.25,20.009136002164528
144.5,43.5,13.428047178083336
144.5,43.75,65.90240551322412
144.5,44.0,192.727270398289
144.75,43.25,34.108818724663486
144.75,43.5,15.527637156812217
144.75,43.75,55.13926880778628
144.75,44.0,0.0
145.0,43.5,35.5402943130783
145.0,43.75,46.06765088195139
145.0,44.25,0.0
